empirical_q_density,empirical_q_mass,fixed_rho_s,q_bin_center,q_bin_left,q_bin_right,q_residual_center,retained_data_count,tracer
1.8606453082081233e-05,8.121982286309764e-06,0.015614154835609797,0.21934219343578698,0.0010850583848416306,0.43759932848673233,-9.251105417258039,23.0,LRG
4.2875739710882837e-05,1.8715872224974673e-05,0.017398655766115025,0.6558564635376777,0.43759932848673233,0.874113598588623,-8.814591147156149,53.0,LRG
7.685274099120508e-05,3.354731813910554e-05,0.019036566916954233,1.0923707336395685,0.874113598588623,1.3106278686905137,-8.378076877054259,95.0,LRG
0.00041581377757346754,0.0001815086476157921,0.020536054802523084,1.528885003741459,1.3106278686905137,1.7471421387924044,-7.941562606952367,514.0,LRG
0.0004020611818171464,0.00017550544331721533,0.02190489058566479,1.96539927384335,1.7471421387924044,2.1836564088942954,-7.505048336850477,497.0,LRG
0.0010435793250384694,0.00045553726736259105,0.023150467865341216,2.4019135439452404,2.1836564088942954,2.620170678996186,-7.068534066748586,1290.0,LRG
0.0047697237987804775,0.0020820525026122765,0.02427981969928116,2.8384278140471313,2.620170678996186,3.0566849490980763,-6.632019796646695,5896.0,LRG
0.01870433920481739,0.008164710975729045,0.025299634893517494,3.2749420841490218,3.0566849490980763,3.4931992191999672,-6.195505526544805,23121.0,LRG
0.04834360998835181,0.021102675628155876,0.026216273589422998,3.7114563542509127,3.4931992191999672,3.929713489301858,-5.758991256442913,59759.0,LRG
0.07668123803236152,0.033472454650205645,0.027035782177604765,4.147970624352803,3.929713489301858,4.366227759403749,-5.322476986341023,94788.0,LRG
0.09221034556991088,0.0402511316922927,0.027763907566817538,4.584484894454694,4.366227759403749,4.802742029505639,-4.885962716239132,113984.0,LRG
0.09817250031838629,0.04285369732055804,0.028406110834904907,5.020999164556585,4.802742029505639,5.23925629960753,-4.449448446137241,121354.0,LRG
0.09929050545575309,0.043341722517065875,0.028967580287672042,5.457513434658475,5.23925629960753,5.675770569709421,-4.012934176035351,122736.0,LRG
0.08358018724470902,0.03648394443010346,0.029453243950532917,5.894027704760366,5.675770569709421,6.112284839811311,-3.5764199059334603,103316.0,LRG
0.059022905081245476,0.02576434033083306,0.029867781516757053,6.330541974862257,6.112284839811311,6.548799109913202,-3.1399056358315693,72960.0,LRG
0.03773954968400744,0.016473851984288555,0.03021563577516368,6.767056244964147,6.548799109913202,6.985313380015093,-2.7033913657296793,46651.0,LRG
0.046354337461011044,0.020234329782849975,0.03050102353917334,7.203570515066039,6.985313380015093,7.421827650116984,-2.2668770956277875,57300.0,LRG
0.09904700361324409,0.0432354304880146,0.030727946098227474,7.640084785167929,7.421827650116984,7.858341920218875,-1.8303628255258975,122435.0,LRG
0.08853193069320552,0.03864545110725572,0.030900199211722455,8.07659905526982,7.858341920218875,8.294856190320765,-1.3938485554240057,109437.0,LRG
0.09474244114151546,0.04135642754256007,0.031021382664776023,8.51311332537171,8.294856190320765,8.731370460422657,-0.9573342853221156,117114.0,LRG
0.10771922870193609,0.047020980492764194,0.031094909404348774,8.9496275954736,8.731370460422657,9.167884730524547,-0.5208200152202256,133155.0,LRG
0.1229829920390104,0.05368383100485518,0.031124014273480046,9.386141865575492,9.167884730524547,9.604399000626437,-0.08430574511833377,152023.0,LRG
0.13936476051345095,0.06083470671345399,0.031111762360665367,9.822656135677382,9.604399000626437,10.040913270728328,0.35220852498355626,172273.0,LRG
0.14147861537882014,0.06175743452711171,0.03106105698069981,10.259170405779273,10.040913270728328,10.477427540830218,0.7887227950854463,174886.0,LRG
0.1387612642526153,0.06057127198364586,0.03097464730263752,10.695684675881164,10.477427540830218,10.913941810932108,1.225237065187338,171527.0,LRG
0.12984311039275115,0.05667837056085113,0.03085513563987043,11.132198945983054,10.913941810932108,11.350456081034,1.6617513352892281,160503.0,LRG
0.12248466268689902,0.05346630313144793,0.030704984416708853,11.568713216084944,11.350456081034,11.78697035113589,2.098265605391118,151407.0,LRG
0.10892298531872466,0.04754643743372198,0.030526522825250643,12.005227486186836,11.78697035113589,12.22348462123778,2.53477987549301,134643.0,LRG
0.0955983379832912,0.04173003872773032,0.030321953185754688,12.441741756288726,12.22348462123778,12.659998891339672,2.9712941455949,118172.0,LRG
0.08020999230818944,0.035012806247287524,0.03009335702318583,12.878256026390616,12.659998891339672,13.096513161441562,3.40780841569679,99150.0,LRG
0.06021290910227759,0.02628379406749226,0.029842700872072803,13.314770296492508,13.096513161441562,13.533027431543454,3.844322685798682,74431.0,LRG
0.04019398353840032,0.0175452473867522,0.02957184182131603,13.7512845665944,13.533027431543454,13.969541701645344,4.280836955900574,49685.0,LRG
0.02375963160959681,0.010371418249952946,0.0292825328100981,14.187798836696288,13.969541701645344,14.406055971747234,4.717351226002462,29370.0,LRG
0.013580283821256384,0.005927987680012261,0.02897642768558555,14.62431310679818,14.406055971747234,14.842570241849126,5.153865496104354,16787.0,LRG
0.0069952173826415935,0.0030535122099878487,0.028655086032665197,15.060827376900072,14.842570241849126,15.279084511951016,5.5903797662062455,8647.0,LRG
0.0035732479679805476,0.0015597737286360967,0.0283199777855309,15.497341647001962,15.279084511951016,15.715598782052908,6.026894036308136,4417.0,LRG
0.001866308141754854,0.0008146701362833315,0.027972487630526954,15.933855917103852,15.715598782052908,16.152113052154796,6.463408306410026,2307.0,LRG
0.000976434298698782,0.00042622750519895146,0.02761391920926128,16.370370187205744,16.152113052154796,16.588627322256688,6.899922576511917,1207.0,LRG
0.0005484858778109149,0.00023942191261382693,0.027245499130624382,16.806884457307632,16.588627322256688,17.02514159235858,7.336436846613806,678.0,LRG
0.00035028670367570234,0.00015290514478139686,0.026868380799988784,17.243398727409527,17.02514159235858,17.46165586246047,7.772951116715701,433.0,LRG
0.0002685801053587393,0.00011723904865455832,0.026483648073516407,17.679912997511416,17.46165586246047,17.89817013256236,8.20946538681759,332.0,LRG
0.00023379412785745488,0.00010205447307580529,0.02609231874516919,18.116427267613304,17.89817013256236,18.33468440266425,8.645979656919478,289.0,LRG
0.00024107491384609532,0.00010523264005740475,0.02569534787369899,18.5529415377152,18.33468440266425,18.771198672766143,9.082493927021373,298.0,LRG
0.0002661531766958591,0.00011617965966069183,0.02529363095658709,18.989455807817087,18.771198672766143,19.20771294286803,9.519008197123261,329.0,LRG
0.000282332701115058,0.0001232422529531351,0.024888006957610165,19.425970077918976,19.20771294286803,19.644227212969923,9.95552246722515,349.0,LRG
0.00028314167733601805,0.00012359538261775727,0.024479261194428205,19.86248434802087,19.644227212969923,20.080741483071815,10.392036737327045,350.0,LRG
6.310014523488453e-05,2.7544113840528763e-05,0.024068128092320694,20.29899861812276,20.080741483071815,20.517255753173703,10.828551007428933,78.0,LRG
2.8314167733601802e-05,1.2359538261775727e-05,0.02365529380993771,20.735512888224648,20.517255753173703,20.953770023275595,11.265065277530821,35.0,LRG
3.4785977501282215e-05,1.5184575578753036e-05,0.0232413987426857,21.172027158326543,20.953770023275595,21.390284293377487,11.701579547632717,43.0,LRG
2.8314167733602033e-05,1.2359538261775727e-05,0.022827039909129238,21.60854142842843,21.390284293377487,21.826798563479375,12.138093817734605,35.0,LRG
2.588723907072165e-05,1.1300149267909236e-05,0.022412773225562135,22.04505569853032,21.826798563479375,22.263312833581267,12.574608087836493,32.0,LRG
2.9932120175521905e-05,1.3065797591020054e-05,0.021999115673683192,22.481569968632215,22.263312833581267,22.69982710368316,13.011122357938389,37.0,LRG
2.2651334186881625e-05,9.887630609420582e-06,0.02158654736610176,22.918084238734103,22.69982710368316,23.136341373785047,13.447636628040277,28.0,LRG
2.588723907072165e-05,1.1300149267909236e-05,0.021175513514197705,23.35459850883599,23.136341373785047,23.57285564388694,13.884150898142165,32.0,LRG
1.3752595756320876e-05,6.003204298576782e-06,0.020766426302667854,23.791112778937887,23.57285564388694,24.00936991398883,14.32066516824406,17.0,LRG
8.898738430560639e-06,3.8844263108438e-06,0.02035966667490626,24.227627049039775,24.00936991398883,24.44588418409072,14.757179438345949,11.0,LRG
3.155007261744201e-05,1.3772056920264381e-05,0.0199555860331887,24.664141319141663,24.44588418409072,24.88239845419261,15.193693708447837,39.0,LRG
2.4269286628801546e-05,1.0593889938664909e-05,0.019554507857462343,25.10065558924356,24.88239845419261,25.318912724294503,15.630207978549732,30.0,LRG
1.1325667093440721e-05,4.943815304710291e-06,0.019156729246378765,25.537169859345447,25.318912724294503,25.755426994396394,16.066722248651622,14.0,LRG
2.1033381744961512e-05,9.181371280176255e-06,0.018762522384052925,25.97368412944734,25.755426994396394,26.191941264498283,16.50323651875351,26.0,LRG
1.8606453082081186e-05,8.121982286309764e-06,0.018372135935881117,26.41019839954923,26.191941264498283,26.628455534600175,16.939750788855406,23.0,LRG
8.089762209600515e-06,3.531296646221636e-06,0.017985796376608007,26.84671266965112,26.628455534600175,27.064969804702066,17.376265058957294,10.0,LRG
1.6988500640161218e-05,7.415722957065436e-06,0.017603709253695664,27.28322693975301,27.064969804702066,27.501484074803955,17.812779329059182,21.0,LRG
1.617952441920103e-05,7.062593292443272e-06,0.017226060388915946,27.719741209854902,27.501484074803955,27.937998344905846,18.249293599161078,20.0,LRG
1.537054819824098e-05,6.709463627821109e-06,0.016853017020961866,28.15625547995679,27.937998344905846,28.37451261500774,18.685807869262966,19.0,LRG
6.471809767680465e-06,2.825037316977309e-06,0.016484728891752683,28.592769750058682,28.37451261500774,28.811026885109627,19.122322139364854,8.0,LRG
7.280785988640463e-06,3.1781669815994726e-06,0.01612132927899195,29.029284020160574,28.811026885109627,29.24754115521152,19.55883640946675,9.0,LRG
1.3752595756320876e-05,6.003204298576782e-06,0.015762935977426937,29.465798290262462,29.24754115521152,29.68405542531341,19.995350679568638,17.0,LRG
1.3752595756320988e-05,6.003204298576782e-06,0.015409652231151597,29.902312560364354,29.68405542531341,30.1205696954153,20.431864949670526,17.0,LRG
1.7797476861121133e-05,7.7688526216876e-06,0.015061567619193769,30.338826830466246,30.1205696954153,30.55708396551719,20.86837921977242,22.0,LRG
4.853857325760309e-06,2.118777987732982e-06,0.014718758896529615,30.775341100568134,30.55708396551719,30.993598235619082,21.30489348987431,6.0,LRG
1.537054819824098e-05,6.709463627821109e-06,0.014381290792575102,31.21185537067003,30.993598235619082,31.430112505720974,21.741407759976205,19.0,LRG
